cmr-smr_ow (db),vp3k,yr,y,emfmf_a_2,xr,x,qst date,deltamrr_a_2,wew (uin),opc/flare,wg,bar tilt tgt,ss-th,design,sg,lot id,bvl,vp3k_conf,doe#,nl,wafer,swa,pre-tilt lap angle,cvb type,c2 config,(2 piece) ss seed/cap,lot,th1 (cvb2x),s3-th,doe_name,program,record_mode,read_only
-0.008440000000000001,40nm,5.0,3.4398,10.33631,60,60.348,9/10/2015,10.3252,2.46912,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
10.26446,40nm,5.0,3.4398,12.93969,60,57.78,9/10/2015,4.42505,3.20647,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-0.83524,40nm,5.0,3.4398,10.33128,55,55.212,9/10/2015,-3.17696,2.36366,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.03714,40nm,5.0,3.4398,13.21572,55,53.5,9/10/2015,-2.29443,2.4746799999999998,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
5.121519999999999,40nm,5.0,3.4398,11.56969,50,50.932,9/10/2015,-6e-05,2.8693299999999997,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
5.7766,40nm,5.0,3.4398,11.30937,50,50.076,9/10/2015,-6.88361,3.02192,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-0.8351,40nm,5.0,3.4398,16.80943,50,48.364,9/10/2015,0.68085,2.43223,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
5.44298,40nm,5.0,4.2042,11.5813,90,91.164,9/10/2015,0.88495,2.83212,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
7.396039999999999,40nm,5.0,4.2042,13.11881,90,90.308,9/10/2015,-0.24153,2.82748,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-2.93748,40nm,5.0,4.2042,13.863,90,88.596,9/10/2015,0.0,2.81486,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.19982,40nm,5.0,4.2042,13.10746,90,87.74,9/10/2015,6e-05,2.81386,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-4.15912,40nm,5.0,4.2042,10.17352,70,69.764,9/10/2015,10.21179,2.18914,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.970330000000001,40nm,5.0,4.2042,11.43498,70,70.62,9/10/2015,-11.26398,2.67803,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.2862200000000001,40nm,5.0,4.2042,11.64717,70,72.332,9/10/2015,0.0,2.4344799999999998,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
2.36424,40nm,5.0,4.2042,10.81685,75,73.188,9/10/2015,3.64419,2.57936,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.16337,40nm,5.0,4.2042,12.27218,75,74.044,9/10/2015,19.17548,2.48179,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
2.76352,40nm,5.0,4.2042,14.20241,75,74.9,9/10/2015,-1.72085,2.49465,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.26762,40nm,5.0,4.2042,11.69985,75,75.756,9/10/2015,-7.50936,2.67803,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
8.77418,40nm,5.0,4.2042,8.91748,75,77.468,9/10/2015,0.0,2.99745,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-0.47152,40nm,5.0,4.2042,12.23726,80,78.324,9/10/2015,-18.06897,2.51135,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.5438,40nm,5.0,4.2042,13.63166,80,80.036,9/10/2015,-26.28225,2.71126,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-1.93508,40nm,5.0,4.2042,14.65256,80,80.892,9/10/2015,-27.53387,2.29135,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-2.93404,40nm,5.0,4.2042,11.77996,80,81.748,9/10/2015,-5.90011,2.15152,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-3.16958,40nm,5.0,4.2042,12.84158,85,83.46,9/10/2015,0.0,2.07144,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-1.23938,40nm,5.0,4.2042,13.21431,85,86.028,9/10/2015,0.0,2.27133,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
7.06106,40nm,5.0,4.2042,11.02589,70,68.908,9/10/2015,-5.1626,2.82077,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.7094199999999997,40nm,5.0,4.2042,13.97575,70,68.052,9/10/2015,1.72087,2.6766400000000004,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
2.4189,40nm,5.0,3.4398,11.81051,80,80.892,9/10/2015,-5.50671,2.58628,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
0.23853000000000002,40nm,5.0,3.4398,8.4915,80,81.748,9/10/2015,-8.26019,2.52077,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.5026800000000002,40nm,5.0,3.4398,8.84123,85,83.46,9/10/2015,6.354,2.76295,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.744330000000001,40nm,5.0,3.4398,12.37751,85,84.316,9/10/2015,-11.26392,2.67322,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
0.00116,40nm,5.0,3.4398,17.06606,90,87.74,9/10/2015,-1.47502,2.3418400000000004,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
7.04155,40nm,5.0,3.4398,15.41804,90,91.164,9/10/2015,-12.90649,2.77618,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
0.14374,40nm,5.0,3.4398,10.22965,65,67.196,9/10/2015,5.16266,2.38634,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-2.71454,40nm,5.0,3.4398,13.99524,65,66.34,9/10/2015,2.15586,2.25611,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.8123,40nm,5.0,3.4398,15.52734,65,63.772,9/10/2015,3.177,2.67077,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.03956,40nm,5.0,3.4398,11.47472,65,62.916,9/10/2015,-11.47243,2.6425799999999997,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.74642,40nm,5.0,3.4398,8.96382,70,69.764,9/10/2015,-4.13007,2.49578,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-0.2618,40nm,5.0,3.4398,21.58907,70,71.476,9/10/2015,-24.78046,2.41971,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.76798,40nm,5.0,3.4398,10.88689,70,72.332,9/10/2015,-13.27527,2.6548599999999998,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-3.4102099999999997,40nm,5.0,3.4398,12.87559,75,73.188,9/10/2015,5.90015,2.2101599999999997,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.0434900000000003,40nm,5.0,3.4398,13.52415,75,74.9,9/10/2015,-8.26019,2.63214,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-1.16644,40nm,5.0,3.4398,11.21726,75,76.612,9/10/2015,0.0,2.32924,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.60351,40nm,5.0,3.4398,11.67978,75,77.468,9/10/2015,0.0,2.65288,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.00775,40nm,5.0,3.4398,16.54601,80,78.324,9/10/2015,1.29067,2.65619,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.47858,40nm,5.0,3.4398,14.65202,80,80.036,9/10/2015,-9.53094,2.76329,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-4.60393,40nm,5.0,4.459,17.41756,85,85.172,9/10/2015,-1.47504,2.0824599999999998,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-3.6793699999999996,40nm,5.0,4.459,15.56682,90,87.74,9/10/2015,8.26013,2.28665,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
1.4431399999999999,40nm,5.0,4.2042,10.55591,50,47.508,9/10/2015,3.44177,2.44862,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
5.12173,40nm,5.0,4.2042,11.22008,50,48.364,9/10/2015,11.17051,3.0108900000000003,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
2.38954,40nm,5.0,4.2042,19.68806,50,49.22,9/10/2015,6.88354,2.7468,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
4.50701,40nm,5.0,4.2042,10.46726,50,50.932,9/10/2015,1.5885,2.7867,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
6.41909,40nm,5.0,4.2042,5.90364,55,52.644,9/10/2015,5.63193,2.95348,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
3.77239,40nm,5.0,4.2042,14.50156,55,54.356,9/10/2015,0.0,2.70256,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-2.3936,40nm,5.0,4.2042,12.10321,65,67.196,9/10/2015,-1.5885,2.2509900000000003,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-2.22281,40nm,5.0,4.2042,10.95326,65,66.34,9/10/2015,14.12927,2.2812099999999997,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
2.63878,40nm,5.0,4.2042,10.5308,65,65.484,9/10/2015,4.34746,2.65093,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
6.1237900000000005,40nm,5.0,4.2042,13.79635,65,64.628,9/10/2015,-4.58895,2.82382,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-0.52617,40nm,5.0,4.2042,10.68829,65,63.772,9/10/2015,5.63196,2.32171,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-0.051579999999999994,40nm,5.0,4.2042,11.5311,65,62.916,9/10/2015,0.0,2.37655,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
5.84554,40nm,5.0,4.2042,10.96029,60,62.06,9/10/2015,-0.00012,2.83702,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
5.36595,40nm,5.0,4.2042,9.04353,60,61.204,9/10/2015,14.75026,3.23358,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
6.7363,40nm,5.0,4.2042,10.84518,60,60.348,9/10/2015,4.42505,2.8551900000000003,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
8.295169999999999,40nm,5.0,4.2042,11.47759,60,58.636,9/10/2015,-6.19519,3.02894,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
6.22607,40nm,5.0,4.2042,10.67097,60,57.78,9/10/2015,-11.26385,3.05043,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
7.5172,40nm,5.0,4.2042,10.94552,55,56.924,9/10/2015,-7.7439,3.1552,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
0.92774,40nm,10.0,8.5358,11.27458,50,47.508,9/10/2015,-2.42944,2.5152799999999997,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-3.6924099999999997,40nm,5.0,4.2042,6.17252,55,55.212,9/10/2015,-34.41732,2.5126,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-1.01959,40nm,5.0,4.459,11.38673,75,74.044,9/10/2015,-8.26017,2.58983,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
6.9042,40nm,10.0,8.5358,13.72114,50,50.932,9/10/2015,-4.42511,3.01511,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
-3.15496,40nm,5.0,4.459,15.73194,75,76.612,9/10/2015,8.26019,2.06153,SE93C 60deg,20nm,90.03deg,150nm,E W949 D#1,25nm,WFWG$C55.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Short,350nm,doe_001,Rembrandt,CMR,Y
