cmr-smr_ow (db),vp3k,yr,y,emfmf_a_2,xr,x,qst date,deltamrr_a_2,wew (uin),opc/flare,wg,bar tilt tgt,ss-th,design,sg,lot id,bvl,vp3k_conf,doe#,nl,wafer,swa,pre-tilt lap angle,cvb type,c2 config,(2 piece) ss seed/cap,lot,th1 (cvb2x),s3-th,doe_name,program,record_mode,read_only
-1.26909,40nm,15.0,16.4346,15.23107,30,30.388,9/10/2015,0.00024,2.45178,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.51503,40nm,15.0,16.4346,11.07149,30,32.1,9/10/2015,-5.16248,2.43466,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.74639,40nm,15.0,16.4346,12.45596,35,33.812,9/10/2015,-8.26015,2.43696,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.25013,40nm,15.0,16.4346,13.23063,35,34.668,9/10/2015,12.90658,2.0223400000000002,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.08816,40nm,15.0,16.4346,10.47492,35,35.524,9/10/2015,1.72089,1.9342400000000002,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-4.08994,40nm,15.0,16.4346,11.93626,35,36.38,9/10/2015,2.5813,1.89325,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-4.4725,40nm,15.0,16.4346,9.50165,35,37.236,9/10/2015,-1.58848,2.05591,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.02543,40nm,15.0,16.4346,11.91073,40,38.092,9/10/2015,7.74394,2.60574,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.48691,40nm,15.0,16.4346,11.89795,40,39.804,9/10/2015,2.95003,2.26993,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.77785,40nm,15.0,16.4346,12.37131,40,42.372,9/10/2015,-8.85016,2.3289400000000002,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.89328,40nm,15.0,16.4346,14.40172,45,43.228,9/10/2015,-4.85893,2.05804,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.0771900000000003,40nm,15.0,17.4538,12.26955,35,37.236,9/10/2015,41.3009,2.35843,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.13743,40nm,15.0,16.4346,11.19247,45,44.94,9/10/2015,-12.39026,2.48434,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
1.1412799999999999,40nm,15.0,16.4346,12.45071,25,25.252,9/10/2015,1.5885,2.63056,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
3.28159,40nm,15.0,17.4538,10.5429,40,38.092,9/10/2015,-2.58132,2.72335,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.61014,40nm,15.0,16.4346,13.34598,20,18.404,9/10/2015,-19.52401,2.58625,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.3895,40nm,15.0,16.4346,11.12015,20,20.116,9/10/2015,-0.00018,2.5053,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
7.0547,40nm,15.0,17.199,11.86292,5,3.852,9/10/2015,7.50932,2.9367900000000002,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
6.95895,40nm,15.0,17.199,10.34738,0,1.284,9/10/2015,2.29437,2.85875,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.68881,40nm,15.0,17.4538,10.94858,45,44.94,9/10/2015,0.0,2.59368,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
6.11581,40nm,15.0,17.4538,10.21781,45,44.084,9/10/2015,-2.06504,2.8479200000000002,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.11362,40nm,15.0,17.4538,9.86709,40,42.372,9/10/2015,5.1059,2.75177,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.76559,40nm,15.0,17.4538,15.82678,40,40.66,9/10/2015,-30.41241,2.44473,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.14034000000000002,40nm,15.0,17.4538,12.09354,40,39.804,9/10/2015,4.42511,2.43103,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.15698,40nm,15.0,17.4538,10.51147,40,38.948,9/10/2015,-8.26031,2.29493,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.0834900000000003,40nm,15.0,17.199,12.90318,35,33.812,9/10/2015,-20.65045,2.7147,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_RE_SEP16D,Long,350nm,doe_001,Rembrandt,CMR,Y
7.2183600000000006,40nm,15.0,17.199,9.79731,10,8.988,9/10/2015,1.8773,3.27923,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_RE_SEP16D,Long,350nm,doe_001,Rembrandt,CMR,Y
6.49656,40nm,15.0,17.199,12.51723,10,8.132,9/10/2015,8.85012,2.8588400000000003,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_RE_SEP16D,Long,350nm,doe_001,Rembrandt,CMR,Y
-1.97023,40nm,15.0,17.199,12.13302,25,26.964,9/10/2015,-7.50928,2.41227,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_RE_SEP16D,Long,350nm,doe_001,Rembrandt,CMR,Y
7.49793,40nm,15.0,17.4538,15.7264,15,14.124,9/10/2015,15.48792,3.18882,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_RE_SEP16D,Long,350nm,doe_001,Rembrandt,CMR,Y
7.89797,40nm,15.0,17.4538,11.00788,15,15.836,9/10/2015,5.1626,3.18106,SE93C 60deg,20nm,89.93deg,150nm,E W949 D#3,25nm,WFWG$C57.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_RE_SEP16D,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.58617,40nm,15.0,16.6894,9.00719,35,35.524,9/10/2015,4.7655,2.39343,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.3717,40nm,15.0,16.6894,15.41579,35,37.236,9/10/2015,-8.60445,2.5628599999999997,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.66192,40nm,15.0,16.6894,14.95435,40,38.948,9/10/2015,-5.16248,2.41929,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-7.95856,40nm,15.0,16.6894,10.52557,40,40.66,9/10/2015,6.88354,2.27719,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.8818200000000003,40nm,15.0,16.6894,11.17937,45,44.94,9/10/2015,0.0,2.64215,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.7536199999999997,40nm,15.0,16.6894,15.42036,15,16.692,9/10/2015,-7.74396,2.03255,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.3652,40nm,15.0,16.9442,10.30468,35,37.236,9/10/2015,-7.50922,2.31268,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.77204,40nm,15.0,16.6894,11.98154,15,14.98,9/10/2015,-11.11945,2.47395,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.01793,40nm,15.0,16.6894,11.86001,15,13.268,9/10/2015,-11.47239,2.89138,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
3.34283,40nm,15.0,16.6894,12.64377,10,11.556,9/10/2015,-6.45323,2.71447,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.36576,40nm,15.0,16.6894,13.22744,10,10.7,9/10/2015,12.3902,2.63171,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.72104,40nm,15.0,16.6894,10.76243,10,9.844,9/10/2015,-20.65045,2.50757,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
3.10672,40nm,15.0,16.6894,9.74754,5,7.276,9/10/2015,-4.58901,2.7932200000000003,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.1682900000000003,40nm,15.0,16.6894,11.42342,5,6.42,9/10/2015,-6.35394,2.7061,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
4.17265,40nm,15.0,16.6894,10.32884,5,4.708,9/10/2015,-2.5813,2.8856,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.59173,40nm,15.0,16.9442,10.39338,25,26.108,9/10/2015,-35.40084,2.51366,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.07543,40nm,15.0,16.9442,9.15712,20,21.828,9/10/2015,0.0,2.75754,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.04189,40nm,15.0,16.9442,9.48623,20,20.972,9/10/2015,10.32522,2.45633,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.96746,40nm,15.0,16.9442,12.17283,45,44.94,9/10/2015,-7.7439,2.65329,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-1.1452200000000001,40nm,15.0,16.6894,10.06483,20,17.548,9/10/2015,3.7546,2.31925,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.51467,40nm,15.0,16.6894,11.13697,20,18.404,9/10/2015,15.48779,2.61762,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.07796,40nm,15.0,16.6894,10.23315,20,20.972,9/10/2015,9.53101,2.49606,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
2.80226,40nm,15.0,16.6894,10.75508,20,21.828,9/10/2015,-11.26398,2.72231,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
4.47521,40nm,15.0,16.6894,10.98159,25,22.684,9/10/2015,5.90011,2.97633,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.10835999999999998,40nm,15.0,16.6894,14.34489,30,28.676,9/10/2015,0.00012,2.77552,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.86308,40nm,15.0,16.6894,13.25898,30,29.532,9/10/2015,1.72087,2.22975,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-1.3223200000000002,40nm,15.0,16.9442,10.90755,35,36.38,9/10/2015,0.0,2.39606,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.34433,40nm,15.0,16.6894,12.71688,30,32.1,9/10/2015,6.88328,2.56831,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.12018,40nm,15.0,16.6894,14.30964,35,33.812,9/10/2015,-13.89205,2.44676,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.11785,40nm,20.0,17.7086,10.72797,20,19.26,9/10/2015,4.45404,1.42251,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-0.90899,40nm,20.0,17.7086,13.22985,20,20.116,9/10/2015,-4.13019,2.49629,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-3.11735,40nm,20.0,17.7086,12.5541,25,24.396,9/10/2015,3.97119,2.1009900000000004,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.79536,40nm,20.0,17.7086,10.12179,25,25.252,9/10/2015,2.75342,1.8873400000000002,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-1.07703,40nm,20.0,17.7086,9.30682,25,26.108,9/10/2015,-2.72314,2.38274,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.9872,40nm,20.0,17.7086,14.13745,30,27.82,9/10/2015,0.0,2.26267,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.07612,40nm,20.0,17.7086,9.39775,30,29.532,9/10/2015,-5.01517,2.16031,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
-2.7430000000000003,40nm,20.0,17.7086,12.88476,30,30.388,9/10/2015,5.90012,1.55301,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
4.71859,40nm,20.0,21.021,9.9448,20,18.404,9/10/2015,0.08608,2.96496,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
3.12569,40nm,15.0,16.9442,10.6679,5,4.708,9/10/2015,-10.3252,2.87052,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
0.9627,40nm,15.0,16.9442,11.14848,5,3.852,9/10/2015,1.37659,2.62922,SE93C 60deg,20nm,89.93deg,250nm,E W949 D#4,25nm,WFWG$C58.FCA.C.,Single,40nm,Eval W949,Long,WFWG,6nm,No pre-tilt,CVB2X,3T-SYL,POR,DWVA/WFWG_C55D1_SEP13N,Long,350nm,doe_001,Rembrandt,CMR,Y
